exponent,min_runtime_old,min_runtime_new
8843,0.00014341999849420972,0.00014355000166688114
8844,0.00015558000086457469,0.00014372000077855773
8845,0.00014322999777505174,0.00015425000310642645
8846,0.00021176000154810026,0.00014263000048231333
8847,0.00014707000082125887,0.0001825500003178604
8848,0.00014768999972147867,0.00014125000234344043
8849,0.00013813999976264313,0.00014016000204719603
8850,0.00014241000098991208,0.00014088000170886517
8851,0.00014184899919200689,0.00014156000179355033
8852,0.00014297000234364532,0.00014106000162428245
8853,0.00013877099991077557,0.0001383199996780604
8854,0.0001424490001227241,0.0001396690022374969
8855,0.0001442200009478256,0.0001403499991283752
8856,0.00014607099728891626,0.00014271999680204317
8857,0.0001408400021318812,0.00014414000179385766
8858,0.00014251000175136141,0.0001406500014127232
8859,0.00014163999730953947,0.00014440999802900478
8860,0.00014435000048251823,0.0001406600022164639
8861,0.00019792999955825508,0.00020489999951678328
8862,0.00017226999989361502,0.0001707600022200495
8863,0.0001696500003163237,0.00016860899995663203
8864,0.00015657000039936975,0.00016590000086580403
8865,0.00014224999904399738,0.0001429900003131479
8866,0.00014442000247072428,0.00014902899783919565
8867,0.0001442399989173282,0.00015499000073759817
8868,0.00014558900147676468,0.00014341999849420972
8869,0.00014445999840972945,0.00014445000124396756
8870,0.00014308000027085654,0.00014211000234354287
8871,0.00014562900105374865,0.00014536999879055656
8872,0.0001439299994672183,0.00014397999984794296
8873,0.0001706000002741348,0.00014536000162479468
8874,0.000148630999319721,0.00016987100025289692
8875,0.00014335000014398247,0.0001459400009480305
8876,0.0001440090018149931,0.00013775999832432717
8877,0.00013892000060877763,0.00014137999824015424
8878,0.00014020000162418,0.0001406800001859665
8879,0.00014543899669661187,0.00014232000103220344
8880,0.00014661000022897497,0.00013893000141251832
8881,0.00014310999904409982,0.00014381000073626637
8882,0.00014087999807088636,0.0001399690008838661
8883,0.00014109000039752573,0.00014213000031304546
8884,0.00014603000090573914,0.000139899999339832
8885,0.00013872999988961965,0.00013857000158168375
8886,0.0001437600003555417,0.00014002899843035266
8887,0.0001417700004822109,0.0001414500002283603
8888,0.00016560999938519672,0.00022368999998434447
8889,0.00014446999921347015,0.0001574300003994722
8890,0.00014598000052501447,0.00014318999819806777
8891,0.00014704999921377748,0.00014723999993293546
8892,0.00014849999934085645,0.0001446109999960754
8893,0.00014706000001751818,0.00014648000069428235
8894,0.00014521000048262067,0.00014634000035584904
8895,0.000147339997056406,0.00014603000090573914
8896,0.00014841099982731976,0.00014309999824035913
8897,0.00014445999840972945,0.0001450000017939601
8898,0.00014558000111719593,0.00014320999980554916
8899,0.0001448399998480454,0.00014510000255540945
8900,0.00014557000031345524,0.00014311999984784052
8901,0.00015001000065240078,0.00014342999929795042
8902,0.0001413690006302204,0.00015839000116102397
8903,0.00014240000018617138,0.00014106999879004434
8904,0.00015252000230248086,0.00015051000082166865
8905,0.00014463999832514673,0.00014505999934044667
8906,0.00014572000145562924,0.0001498300007369835
8907,0.00014806000035605393,0.00014121999993221834
8908,0.00014568000187864527,0.0001436909988115076
8909,0.00014489999739453197,0.00014507999730994925
8910,0.0001465499990445096,0.00014569999984814785
8911,0.00014365999959409237,0.00014738000027136877
8912,0.0001480999999330379,0.00014326000018627383
8913,0.00014503999773296528,0.0001452309988962952
8914,0.00014289000318967737,0.00014567000107490458
8915,0.00022080999769968912,0.00014721000115969218
8916,0.0001524399995105341,0.00017703999765217304
8917,0.00025008000011439435,0.0001448399998480454
8918,0.00014270999963628128,0.00014389100033440627
8919,0.00014431000090553425,0.000143940000270959
8920,0.00014815000031376258,0.0001423899993824307
8921,0.0001444709996576421,0.00014502999692922458
8922,0.0001521400008641649,0.00016524999955436215
8923,0.0001458489969081711,0.00014603999807150103
8924,0.00014895999993314035,0.00014380900029209442
8925,0.00014211999950930476,0.00014605000251322053
8926,0.00014711000039824285,0.000143370998557657
8927,0.00014331999773276038,0.0001535199990030378
8928,0.00020464999761315994,0.00014092000128584914
8929,0.00014551099957316183,0.00015692899978603236
8930,0.0001468800001021009,0.00015163999705691822
8931,0.00014150000060908496,0.00014137999824015424
8932,0.00014263999764807522,0.00014151999857858755
8933,0.00014227000065147877,0.00014259000090532936
8934,0.0001435189988114871,0.0001419099971826654
8935,0.00014305999866337515,0.00014216000272426754
8936,0.00014427999849431217,0.0001422099994670134
8937,0.00014201000158209354,0.00014192999879014678
8938,0.00014490999819827266,0.00013967999984743074
8939,0.00014070999895920977,0.00014132000069366768
8940,0.0001426900016667787,0.00014062000263947994
8941,0.0001422200002707541,0.00014225099948816933
8942,0.00014754999938304536,0.0001456300014979206
8943,0.00020592000146280043,0.00022911999985808507
8944,0.00019052999778068624,0.00017641999875195324
8945,0.000156489997607423,0.0001697309999144636
8946,0.00015266999980667606,0.00015654000162612647
8947,0.00014648000069428235,0.00015409999832627364
8948,0.0001443799992557615,0.0001456099998904392
8949,0.00014681000175187364,0.0001470500028517563
8950,0.00014870899758534506,0.00014633999671787024
8951,0.0001587899969308637,0.00015929999790387228
8952,0.00014942000052542426,0.0001451499992981553
8953,0.0001462500003981404,0.00014620000001741573
8954,0.00014757999815628864,0.0001471699979447294
8955,0.0001839299984567333,0.00014833999739494175
8956,0.00026310000248486176,0.00025703000210342
8957,0.00025896000079228543,0.000259280001046136
8958,0.00026110000180779025,0.0002569799980847165
8959,0.00025891999757732265,0.00025907999952323735
8960,0.00026137999884667806,0.0002554200000304263
8961,0.0002574300015112385,0.00025719000041135587
8962,0.00025894999998854473,0.00025535999884596094
8963,0.0002575899998191744,0.0002574800018919632
8964,0.0002598099999886472,0.0002541499998187646
8965,0.000254710997978691,0.0002836699968611356
8966,0.000258060001215199,0.00025521000134176575
8967,0.00025739999910001643,0.0002577399973233696
8968,0.0002591599986772053,0.000255430000834167
8969,0.00025782999728107825,0.00025765999816940166
8970,0.0002601000014692545,0.0002560900029493496
8971,0.00025738000113051385,0.00025860000096145086
8972,0.0002601000014692545,0.0002569699972809758
8973,0.00021951999951852486,0.00025913100034813397
8974,0.00014822000230196863,0.00017087100059143268
8975,0.00014372999794431962,0.00014388999989023432
8976,0.0001457899998058565,0.000242580001213355
8977,0.0001394099999743048,0.00013944999955128878
8978,0.0001410690019838512,0.00014197000200510956
8979,0.00014305000149761327,0.00014306999946711585
8980,0.00014566999743692577,0.00013700999988941476
8981,0.00014009000005898997,0.00013887000022805296
8982,0.0001409899996360764,0.00014124999870546162
8983,0.00014586999895982444,0.00014463999832514673
8984,0.0001482600018789526,0.00014452000323217362
8985,0.00014161999934003688,0.00014163000014377758
8986,0.0001429799995094072,0.00014093999925535172
8987,0.00020634999964386225,0.00014219000149751082
8988,0.0001477799996791873,0.00016229999891947955
8989,0.0001411399971402716,0.0001428600007784553
8990,0.00014295999790192582,0.00014278999879024923
8991,0.00014373999874806032,0.00014386999828275293
8992,0.0001451800017093774,0.0001405300026817713
8993,0.00014223999824025668,0.00014211999950930476
8994,0.00014367000039783306,0.0001412800011166837
8995,0.00014196000120136887,0.00014181999722495675
8996,0.0001432999997632578,0.00014261999967857264
8997,0.00014304000069387257,0.00014335999730974436
8998,0.0001440800006093923,0.00014308999743661843
8999,0.0001442499997210689,0.0001442989996576216
9000,0.00014617999840993434,0.00014388999989023432
9001,0.00014495999857899733,0.00014509999891743064
9002,0.0002071290000458248,0.00025442999685765244
9003,0.00017469999875174835,0.00018885999816120602
9004,0.00017577000107849017,0.00017124999794759788
9005,0.00015874999735387973,0.00015877999976510182
9006,0.0001482699990447145,0.00015735000124550425
9007,0.0001422300010744948,0.00014681999891763553
9008,0.0001444100016669836,0.00014608899800805375
9009,0.00014382999870576896,0.000144090001413133
9010,0.00014558000111719593,0.00014170000213198364
9011,0.00015716000052634627,0.0001588199993420858
9012,0.00014842899690847844,0.00014737999663338996
9013,0.00015222000001813285,0.0001447909999114927
9014,0.0001495100004831329,0.00014824000027147122
9015,0.000195569999050349,0.00023223999960464425
9016,0.00015080000230227597,0.00017423000099370256
9017,0.00014774000010220334,0.00018108899894286878
9018,0.0001674800005275756,0.00016680000044289045
9019,0.00016049099940573797,0.0001750800001900643
9020,0.00014648999786004424,0.00014635999832535163
9021,0.00016155000048456714,0.0001436300008208491
9022,0.00014862999887554906,0.00016190000314963982
9023,0.00015217999680317007,0.00015130000247154385
9024,0.00015209000048344024,0.00014578899936168455
9025,0.0001470300012442749,0.00014700000247103162
9026,0.00014535100126522593,0.0001426999988325406
9027,0.0001473400006943848,0.0001471700015827082
9028,0.0001890700004878454,0.00020324999786680564
9029,0.0001619200011191424,0.00017590000061318278
9030,0.00016146999769262038,0.00015994000204955228
9031,0.00016085099923657253,0.0001612800006114412
9032,0.00014895999993314035,0.00014703900160384364
9033,0.0001487199988332577,0.00014915000065229833
9034,0.00016116999904625118,0.0001589110033819452
9035,0.00014817999908700585,0.00014830999862169847
9036,0.00014981099957367405,0.00014821000149822794
9037,0.00014971999917179346,0.00014975999874877743
9038,0.0001509200010332279,0.00014697000005980954
9039,0.00015053999959491193,0.00015071000234456733
9040,0.0001496600016253069,0.00015020999853732064
9041,0.00017433999892091379,0.00014627999917138368
9042,0.00014939999891794287,0.00016008999955374748
9043,0.00014631999874836765,0.00014810900029260665
9044,0.00021379999816417694,0.0001457700018363539
9045,0.00023582999710924923,0.0002726800012169406
9046,0.00027276000037090853,0.0002302899993082974
9047,0.00018295999689144082,0.00021877999824937433
9048,0.00027268999838270247,0.0001759690021572169
9049,0.0001896700014185626,0.00015394000001833774
9050,0.00019502999930409715,0.000260540000454057
9051,0.00017809999917517416,0.00017855999976745807
9052,0.0001724900030239951,0.00015051000082166865
9053,0.00014666999777546152,0.00018665999959921464
9054,0.00014758999896002933,0.0001443999972252641
9055,0.00014646999989054166,0.00015907000124570914
9056,0.00015070899826241657,0.00015506000272580422
9057,0.00014815000031376258,0.00015603999781887978
9058,0.00014977099999669008,0.0001498400015407242
9059,0.00015061999874887988,0.00015128000086406246
9060,0.00015443099982803687,0.00014884900156175718
9061,0.00014575000022887252,0.00014526999802910723
9062,0.0002718799987633247,0.00014428999929805286
9063,0.0002707109997572843,0.00027056999897467904
9064,0.00027195999791729264,0.00026915000125882216
9065,0.0002359000027354341,0.00026852000155486166
9066,0.00014831999942543916,0.0001468900009058416
9067,0.0001513800016255118,0.00015082000027177855
9068,0.000156489997607423,0.00014942000052542426
9069,0.00015392000204883516,0.00017658000069786794
9070,0.00015130000247154385,0.00015085000268300064
9071,0.00018218900004285388,0.00016458000027341768
9072,0.00021037999977124855,0.00017103999925893731
9073,0.00017518000095151365,0.00016313000014633872
9074,0.0001640189984755125,0.00019136899936711416
9075,0.00014893999832565896,0.00014885000200592913
9076,0.00014960999760660343,0.0001510500005679205
9077,0.0001501299993833527,0.00015017999976407737
9078,0.0001493700001446996,0.0001488900015829131
9079,0.0001479599995946046,0.000270530999841867
9080,0.0002121700017596595,0.00014489000022877008
9081,0.00019670999972731806,0.0002504309995856602
9082,0.00014823000310570933,0.00015712999811512418
9083,0.0001506000007793773,0.0001465500026824884
9084,0.00014822000230196863,0.00015111999891814776
9085,0.00015035999967949465,0.0001513900024292525
9086,0.00016373000107705593,0.0001499499994679354
9087,0.00014800999997532926,0.0002604099972813856
9088,0.00014940999972168356,0.00014138999904389493
9089,0.00014277999798650853,0.00014476000069407746
9090,0.00014863999967928976,0.00014248900333768688
9091,0.00015254000027198344,0.00014829999781795777
9092,0.00015272000018740073,0.0001823699967644643
9093,0.00020428000061656348,0.00014862999887554906
9094,0.0002515300002414733,0.00023022000095807016
9095,0.00022755000100005418,0.00023881000015535392
9096,0.0002411599998595193,0.0002248700002382975
9097,0.00015951999739627354,0.00016033100109780207
9098,0.00018122000255971216,0.0001718499988783151
9099,0.00017098999887821265,0.0001898199989227578
9100,0.00015130899919313379,0.00014930000179447234
9101,0.00023163000150816515,0.000226719999773195
9102,0.0002326299982087221,0.00023633000091649592
9103,0.0001478200028941501,0.00015224999879137613
9104,0.0001521300000604242,0.00014353000005939975
9105,0.00014449000082095154,0.00014866000128677115
9106,0.00020043000040459447,0.00014388999989023432
9107,0.0002645700005814433,0.00025565999749233015
9108,0.00026621999859344214,0.0002634899974509608
9109,0.00015059900033520535,0.00026733000049716793
9110,0.00020850000146310776,0.0001476600009482354
9111,0.0002663000013853889,0.00019519999841577373
9112,0.0002374299983785022,0.0002544690032664221
9113,0.00023611999858985655,0.00023625999892828986
9114,0.00023881000015535392,0.00023612999939359725
9115,0.00023832899751141667,0.00023793999935151078
9116,0.00024334999761776999,0.00023285000133910216
9117,0.00023921999672893435,0.00024128000222845003
9118,0.00024234000011347234,0.00023995999799808487
9119,0.00026681000235839747,0.00026715000058175065
9120,0.0002529099983803462,0.0002533090009819716
9121,0.00026698999863583595,0.00026029999935417436
9122,0.00026778000028571114,0.00026482000248506665
9123,0.00026376000096206553,0.00028027099688188173
9124,0.00024479000057908706,0.0002647399996931199
9125,0.00024235000091721304,0.0002419499978714157
9126,0.0002444000019750092,0.0002380700025241822
9127,0.00023508999947807752,0.00023257000066223554
9128,0.0002623110012791585,0.00026079999952344224
9129,0.00026355999943916686,0.00026232000163872726
9130,0.00024222000138252042,0.00023796999812475406
9131,0.00024229000337072648,0.00023792999854777008
9132,0.00024652000138303265,0.0002406510029686615
9133,0.00024204000146710314,0.00024604999998700805
9134,0.00024570999812567607,0.00024204000146710314
9135,0.00025407999783055857,0.0002438100018480327
9136,0.0002448800005367957,0.0002371200025663711
9137,0.00024257100085378624,0.0002444300007482525
9138,0.00024316000053659081,0.0002396300005784724
9139,0.00026962000265484676,0.0002671490001375787
9140,0.0002604200017231051,0.00025461000041104853
9141,0.0002563400012149941,0.0002602599997771904
9142,0.0002602500026114285,0.0002587999988463707
9143,0.00023703999977442436,0.00023007999698165804
9144,0.00024276000112877227,0.0002380600017204415
9145,0.0002449200001137797,0.00023864000104367733
9146,0.0002478700007486623,0.0002436700015095994
9147,0.00024697000117157586,0.0002517399989301339
9148,0.0002771600011328701,0.0002519100016797893
9149,0.00023864999820943922,0.00027211999986320734
9150,0.0002444499987177551,0.0002475100009178277
9151,0.0002365000000281725,0.00023408999913954176
9152,0.0002452000007906463,0.00023117000091588125
9153,0.0002491710001777392,0.0002572899975348264
9154,0.000241019999521086,0.0002609000002848916
9155,0.000252760000876151,0.00024002000282052904
9156,0.000243499998759944,0.00023919000159366988
9157,0.00025592900055926293,0.00025269999969168566
9158,0.000151680000271881,0.000263360001554247
9159,0.000232549002248561,0.00023113000133889727
9160,0.00022027000159141608,0.00021173999994061887
9161,0.00015420999989146367,0.0002065699991362635
9162,0.00019600000086938962,0.00015053999959491193
9163,0.0002541699977882672,0.00023252000028151087
9164,0.0002626000023155939,0.00025936000020010397
9165,0.0002667500011739321,0.00025861999893095344
9166,0.0001542999998491723,0.0001568200023029931
9167,0.00016980900181806646,0.00015377999807242304
9168,0.00015619999976479448,0.00020506000146269798
9169,0.00023191999935079366,0.00026200000138487667
9170,0.0001565000020491425,0.00015050000001792796
9171,0.00015314000120270066,0.0001499799982411787
9172,0.0001484889980929438,0.00014667999857920222
9173,0.00015264000103343278,0.00016813999900477938
9174,0.00016280899944831617,0.00016974000027403235
9175,0.00016196000069612637,0.00015346000145655125
9176,0.0001682600013737101,0.00014881000242894515
9177,0.00014841899974271655,0.00016743000014685094
9178,0.00017757900059223175,0.00017104000289691612
9179,0.00027630000113276765,0.00025986000036937185
9180,0.0002639699996507261,0.0002571000004536472
9181,0.00015165000149863772,0.0002625899978738744
9182,0.00017475000277045183,0.00020932000188622624
9183,0.00018246000036015175,0.00014989999908721074
9184,0.00014924999777576886,0.00018397999883745797
9185,0.0001518200006103143,0.0001482799998484552
9186,0.0002712099994823802,0.0001755599987518508
9187,0.00032398999974248,0.00031599000067217276
9188,0.00027321000015945174,0.0002925100016000215
9189,0.00027132999821333215,0.00026991000049747527
9190,0.0002763699994829949,0.00027462000070954673
9191,0.0002720400007092394,0.0002721999990171753
9192,0.0002745199999480974,0.0002917199999501463
9193,0.00027039999986300245,0.000270910000836011
9194,0.00027297099950374104,0.000271140001132153
9195,0.0002731200002017431,0.00027305999901727773
9196,0.00027555000269785523,0.0002696690025913995
9197,0.00027117999707115814,0.0002717499992286321
9198,0.000273089997790521,0.00027100000079371966
9199,0.0002729599982558284,0.0002724599980865605
9200,0.00027433900322648697,0.00026494999838178046
9201,0.00027767999927164055,0.00026882000020123087
9202,0.00029784000071231276,0.0002686199986783322
9203,0.0002695299990591593,0.00028839000151492655
9204,0.00027255999884800985,0.0002692300004127901
9205,0.00030329000219353475,0.00029134000214980915
9206,0.00029279999944265,0.0002871689976018388
9207,0.0002882090011553373,0.0002835300001606811
9208,0.00020321000192780048,0.00026588000037008896
9209,0.0002220999995188322,0.0002585100010037422
9210,0.0002737200011324603,0.0002620699997351039
9211,0.0002657590011949651,0.000266869999904884
9212,0.0001544699989608489,0.00027305000185151584
9213,0.0002639999984239694,0.00016352999955415726
9214,0.00019940000129281543,0.00025440000172238797
9215,0.00015238999912980944,0.00015166000230237842
9216,0.00018447999900672585,0.00014482999904430471
9217,0.00025321000066469423,0.00031977099934010766
9218,0.00026464999973541126,0.0002539689994591754
9219,0.00014894000196363777,0.00021398000171757303
9220,0.00025548999838065356,0.00014774000010220334
9221,0.00024463999943691306,0.0002624000007926952
9222,0.00025291000201832503,0.00026232999880448915
9223,0.00015345999781857245,0.00020545999723253772
9224,0.0001746500020090025,0.0001502599989180453
9225,0.00020149000192759559,0.0002765099998214282
9226,0.0002574300015112385,0.00017334000222035684
9227,0.00023378999685519375,0.00014922999980626628
9228,0.0002806000011332799,0.0001650300000619609
9229,0.00015405999874928966,0.0002229310011898633
9230,0.00015001900101196952,0.00015176999659161083
9231,0.0001498099991295021,0.0001797600016288925
9232,0.00015345999781857245,0.0001477799996791873
9233,0.00016959999993559904,0.00014931999976397492
9234,0.0001521300000604242,0.0002768500016827602
9235,0.00015313999756472185,0.00023881000015535392
9236,0.00015598000027239323,0.0001499600002716761
9237,0.0003057100002479274,0.00023130000045057386
9238,0.00030030999914743006,0.00016574000255786814
9239,0.00022668000019621104,0.00016911000057007186
9240,0.0002455100002407562,0.00025440999888814986
9241,0.00015993999841157347,0.0001599200004420709
9242,0.000274349997198442,0.0002733799992711283
9243,0.00027299100111122243,0.0002729299994825851
9244,0.0002842499998223502,0.0002794299980450887
9245,0.00026989999969373457,0.0002700299992284272
9246,0.0002726800012169406,0.0002699899996514432
9247,0.000272019999101758,0.00027243000295129605
9248,0.00027528899954631925,0.00026702000104705803
9249,0.00026916999922832474,0.00026911999884760007
9250,0.0002711100023589097,0.0002681799996935297
9251,0.00027040000350098126,0.00026807000176631846
9252,0.0002725199992710259,0.00026904900005320087
9253,0.0002712300010898616,0.00027112899988424033
9254,0.0003016699993168004,0.0002711300003284123
9255,0.00030521099688485265,0.0003093699997407384
9256,0.0002980699973704759,0.00029136000011931174
9257,0.0002816500018525403,0.0002723709985730238
9258,0.00015662000078009441,0.0002028700000664685
9259,0.0002634800002851989,0.0002640799975779373
9260,0.00018227100008516572,0.00020885000049020164
9261,0.00015279999934136868,0.0001654799998505041
9262,0.00027263100128038786,0.00015405999874928966
9263,0.0002742299984674901,0.00027018900073016994
9264,0.0002763310003501829,0.00027024000155506656
9265,0.0002721599994401913,0.0002723299985518679
9266,0.0002744800003711134,0.0002692699999897741
9267,0.00015336000069510192,0.00016696999955456704
9268,0.00015843000073800795,0.00015142000120249577
9269,0.00020623000091291033,0.000187980000191601
9270,0.00015486000120290555,0.00015132000044104643
9271,0.0002195999986724928,0.00021507999917957932
9272,0.00015606900342390873,0.0001647690005484037
9273,0.00018629999976838008,0.00018633999934536405
9274,0.00027150000096298754,0.0002884799978346564
9275,0.00027129100271849893,0.0002717499992286321
9276,0.00027383999986341223,0.0002732499997364357
9277,0.0002751100000750739,0.00027531099840416573
9278,0.00027788000079453923,0.0002730800006247591
9279,0.00027518999922904186,0.00027557100111152977
9280,0.00027709999994840473,0.00027025999952456914
9281,0.00018260000069858506,0.00021352999829105102
9282,0.00015565000285278074,0.00016831000175443478
9283,0.0001573509980516974,0.00016390000018873252
9284,0.00015645999883417971,0.0001485900029365439
9285,0.0001505899999756366,0.00015115999849513173
9286,0.00015124999845284037,0.00014786000247113407
9287,0.0001490400027250871,0.00014894000196363777
9288,0.00015051000082166865,0.00014800000280956738
9289,0.0001498199999332428,0.00014990999989095144
9290,0.00015196000094874762,0.00014945099974283949
9291,0.00015148999955272302,0.00015052999879117124
9292,0.00015199999688775279,0.0001484300009906292
9293,0.0001495100004831329,0.00015016000179457478
9294,0.00015110999811440706,0.00015088000145624392
9295,0.00018788000306813046,0.00015640999845345505
9296,0.00015908999921521172,0.00016499000048497692
9297,0.00014987999747972935,0.00015219000124488957
9298,0.00015325999993365258,0.00016830000095069408
9299,0.00016233000133070163,0.00015655999959562905
9300,0.0001774299998942297,0.00015318999794544652
9301,0.00018232000002171844,0.00015623999934177846
9302,0.00016166999921551906,0.00015102999896043912
9303,0.0001546099992992822,0.00015441900177393109
9304,0.00025937999816960655,0.0002573199999460485
9305,0.00021980000019539148,0.00025275000007241033
9306,0.00016791999951237813,0.00021454000307130627
9307,0.00018450999777996913,0.00018537999858381227
9308,0.00017099999968195334,0.0001680999994277954
9309,0.00018990999888046645,0.0001733899989631027
9310,0.0002773100022750441,0.00035484899854054675
9311,0.00027509899882716127,0.00027549999867915176
9312,0.0002779399983410258,0.0002726200000324752
9313,0.000275869999313727,0.0002756890025921166
9314,0.00027658000180963427,0.0002706300001591444
9315,0.00027225000303587876,0.00027273999876342714
9316,0.00027471999783301726,0.00027103999673272483
9317,0.0002732800021476578,0.0002734099980443716
9318,0.00027520000003278255,0.0002723599973251112
9319,0.00027426999804447405,0.00027471999783301726
9320,0.00027611000041360967,0.0002717099996516481
9321,0.0002743700024439022,0.00027475000024423935
9322,0.0002765499993984122,0.0002735999987635296
9323,0.00027611999757937156,0.0002765399985946715
9324,0.00027842999770655297,0.0002765499993984122
9325,0.000278539999271743,0.000278690000413917
9326,0.00028029000168317,0.00027413999850978144
9327,0.0002765399985946715,0.00027669100018101744
9328,0.000278539999271743,0.0002742200013017282
9329,0.0002759000017249491,0.0002757099973678123
9330,0.0002777500012598466,0.0002742690012382809
9331,0.00020584999947459437,0.00024744999973336235
9332,0.00016919000336201862,0.00015676000111852773
9333,0.0001523710016044788,0.00015316999997594394
9334,0.00028560999999172054,0.00015376999726868235
9335,0.000285019999864744,0.0002854100021068007
9336,0.0002857999970728997,0.00028155999825685285
9337,0.00028371000007609837,0.0002838100008375477
9338,0.0001544399965496268,0.0002744800003711134
9339,0.0001515199983259663,0.0001501500009908341
9340,0.00015623000217601657,0.00017859999934444204
9341,0.00015856000027270056,0.00017207999917445704
9342,0.00016328000128851272,0.00017579999985173345
9343,0.0001535600022180006,0.00015684999743825756
9344,0.00015860999701544642,0.00015288999929907732
9345,0.00015421100033563562,0.00015438000264111906
9346,0.00015064000035636127,0.0001538500000606291
9347,0.00015515999984927475,0.00015581000116071664
9348,0.00015741099923616275,0.0001533899994683452
9349,0.0001501400001870934,0.00015499999790336005
9350,0.00015251999866450205,0.00015050000001792796
9351,0.00015302000247174874,0.00015714000255684368
9352,0.0001549400003568735,0.00015558000086457469
9353,0.000154238998220535,0.00015210000128718093
9354,0.00017174000095110387,0.00023356900055659935
9355,0.00015206000171019696,0.00015360000179498456
9356,0.00015277999773388728,0.00015162999989115633
9357,0.00015284000255633146,0.0001530600020487327
9358,0.0001555499984533526,0.00015188999896054156
9359,0.00015342999904532917,0.00015313000039895996
9360,0.00015510999946855009,0.0001516899974376429
9361,0.00015466999684576876,0.00018497000201023184
9362,0.00015779000023030676,0.00015065000116010197
9363,0.0001560099990456365,0.00015635999807273038
9364,0.0001806700020097196,0.0001563300029374659
9365,0.00015361999976448715,0.000156940001033945
9366,0.0001806799991754815,0.00015690000145696104
9367,0.00022326999896904454,0.0001588099985383451
9368,0.00016357999993488193,0.00015685000107623637
9369,0.00015939000149955973,0.00016229000175371766
9370,0.0001556999995955266,0.00015681999866501428
9371,0.00015622000137227587,0.0001577399998495821
9372,0.0001666999996814411,0.00016555000183871016
9373,0.00015657999756513163,0.00016427000082330778
9374,0.00016292000145767815,0.0001629899998079054
9375,0.00016476000018883497,0.00017192000086652115
9376,0.0001600499999767635,0.00015224999879137613
9377,0.0001561800017952919,0.00015602900020894594
9378,0.0001739899998938199,0.00017162000222015195
9379,0.00015934999828459695,0.00018569999883766286
9380,0.0001580200005264487,0.00015457999688806012
9381,0.00015684000027249567,0.00017656999989412725
9382,0.00015528000221820548,0.00015482999879168347
9383,0.00015868999980739318,0.00015438000264111906
9384,0.00015655999959562905,0.0001560099990456365
9385,0.0001572499968460761,0.000157630998728564
9386,0.0001731489974190481,0.00015573999917251058
9387,0.0001529099972685799,0.00015484000323340297
9388,0.0001546099992992822,0.000159269999130629
9389,0.00024400999973295256,0.0001560890013934113
9390,0.00016293000226141885,0.000176199999259552
9391,0.00015924000035738572,0.00017178000052808784
9392,0.00016057000175351277,0.00015577999874949455
9393,0.0001527599997643847,0.0001579100025992375
9394,0.0001588099985383451,0.0001542999998491723
9395,0.00018246999752591364,0.0001609999999345746
9396,0.00015905999680398963,0.00016249000327661633
9397,0.0001549099979456514,0.00015486999836866744
9398,0.00016010000035748817,0.0001574199995957315
9399,0.00015795000217622146,0.00016007100202841684
9400,0.0001786699976946693,0.0001529299988760613
9401,0.0002644600026542321,0.00024993999977596104
9402,0.00017347999892081134,0.0002324599990970455
9403,0.00015450999853783287,0.00015440000061062165
9404,0.00015627999891876243,0.0001513700008217711
9405,0.00015549999807262793,0.0001630000006116461
9406,0.00027378999948268756,0.00016513000082341023
9407,0.00015717000133008696,0.00015465999968000688
9408,0.00021831999765709043,0.00017016000128933229
9409,0.00023444000180461444,0.00025105000167968683
9410,0.00017375999959767796,0.00020516000222414732
9411,0.0002703300015127752,0.00021592000121017918
9412,0.00021221999850240536,0.000260239998169709
9413,0.00024335999842151068,0.0002059500002360437
9414,0.0002668999986781273,0.00015815100050531328
9415,0.00015236999752232805,0.00024123000184772536
9416,0.0002740199997788295,0.00018255999748362228
9417,0.0002734400004555937,0.00023924999914015643
9418,0.00016089000200736336,0.0001583299999765586
9419,0.0002453199995215982,0.00018961000023409724
9420,0.00015745000200695358,0.0001547799984109588
9421,0.000156789999891771,0.00015645999883417971
9422,0.0001569599990034476,0.00015588999667670578
9423,0.00015589000031468458,0.00015627000175300054
9424,0.00015801100016687997,0.00015304000044125132
9425,0.00015888000052655116,0.00015874000018811785
9426,0.0001558499970997218,0.0001571200009493623
9427,0.0001613000022189226,0.00015917999917292036
9428,0.0002042500018433202,0.00015566000001854263
9429,0.00029519000236177817,0.00017934000061359257
9430,0.00016033000065363012,0.00015521000022999942
9431,0.00016016000154195353,0.00024082900199573487
9432,0.00025490999905741774,0.0002528199984226376
9433,0.00015508900105487555,0.00021453000226756558
9434,0.0001932300001499243,0.00015428999904543161
9435,0.0001552400026412215,0.0002650399983394891
9436,0.00015947000065352768,0.00015142000120249577
9437,0.00021191999985603616,0.00015324999912991188
9438,0.000155379999341676,0.00016148999930010177
9439,0.00021320000087143853,0.0001585099998919759
9440,0.000191679999261396,0.00016048900215537287
9441,0.00018196000019088387,0.00018880000061471947
9442,0.0001609700011613313,0.00015460000213352032
9443,0.0001771200004441198,0.00015536899809376337
9444,0.00017248999938601628,0.00016193899864447303
9445,0.00015243000234477222,0.00020272899928386323
9446,0.00018556999930297025,0.00015546999929938465
9447,0.00016184999913093634,0.0001792799994291272
9448,0.00016524999955436215,0.0001564800004416611
9449,0.00015737099965917878,0.0001574300003994722
9450,0.00015364999853773043,0.00015444000018760562
9451,0.00015573999917251058,0.00015532999896095134
